Id,PostId,RelatedPostId,LinkTypeId
643747,45293,17341,1
643773,45291,22,1
645440,45379,14342,1
646751,45465,33188,1
646873,45465,33188,3
647626,45527,23651,1
651295,45716,44617,1
651710,29199,30090,1
652401,45781,24909,1
652430,45774,44768,1
652818,45805,12830,1
653527,45856,45854,1
653611,45840,16060,1
653879,45881,11024,1
653919,45885,43911,1
654390,44745,45856,1
656088,32557,16140,1
656165,46038,5443,1
656212,45904,14941,1
656564,46023,30762,1
656614,45046,14046,1
656993,46097,46023,1
657572,46135,42458,1
658309,46039,24081,1
658310,46039,36889,1
658371,46180,45942,1
658713,46208,27722,1
658933,46006,45867,1
659593,46258,17099,1
660443,46304,12883,1
660444,46304,12475,1
