Id,PostId,RelatedPostId,LinkTypeId
392855,31892,2789,3
392893,31889,12011,3
392894,31878,23593,3
393007,31917,29312,1
393068,31924,1031,3
393160,31921,1326,1
393596,31942,3251,1
393705,31850,23593,3
393757,31942,3251,3
393859,31963,824,1
393960,31912,366,1
393961,31912,2814,1
394259,31995,11889,1
394320,31917,29312,3
394352,32011,29475,1
394417,32020,2016,1
394499,31912,366,3
394934,32049,2575,1
394935,32035,2575,1
395304,32089,1147,1
395352,32080,22126,1
395436,32101,13219,1
395506,32110,2789,1
395710,32110,2789,3
395805,32140,32110,1
395882,32035,2575,3
396132,32140,32110,3
396170,32170,454,1
396171,32170,9413,1
396172,32170,2495,1
396442,32194,28507,1
396644,32211,3251,1
396645,32211,3251,3
396769,32219,6521,1
396854,32213,1031,1
397006,19652,11232,3
397110,32252,12853,1
397190,32260,2016,1
397345,32276,25925,1
397346,32276,9920,1
397347,32276,21334,1
397453,32280,2789,1
397577,32294,16630,1
397647,32296,1509,1
398012,32260,2016,3
398019,32327,32310,1
398032,32327,32310,3
398340,32049,2575,3
398373,32360,32284,1
398406,32338,265,1
398419,32360,32284,3
398520,32375,11315,1
398527,32376,23068,3
398528,32376,23068,1
398529,32376,57,1
398530,32325,367,1
398638,32384,28074,1
398672,32387,31932,1
398805,32401,30588,3
398806,32401,30588,1
398849,32405,29254,1
398890,32408,2016,1
398910,32408,11315,1
399023,32414,13669,1
399039,32403,6582,1
399103,32417,2789,1
399200,32414,909,1
399205,32414,7062,1
399206,32414,10563,1
399214,32419,2789,1
399215,32417,2789,3
399452,32458,32310,1
399456,32458,32310,3
399457,32310,991,1
399662,32473,32310,1
399687,32473,32310,3
399736,32481,16143,1
399737,32481,22067,1
399799,32403,6582,3
399846,30600,7545,3
399942,32501,2789,3
399946,32494,2789,3
400604,32557,2789,1
400618,31932,32497,1
400662,32561,31932,1
400663,32561,32387,1
400826,32561,32579,1
400867,32582,32533,1
400959,32587,824,3
400979,32592,32025,1
401070,32572,9604,1
401104,32594,2789,3
401202,32615,32583,1
401203,32583,32615,1
401220,32615,32618,1
401362,32615,32583,3
401367,32618,32583,1
401386,32610,11315,3
401542,32639,7879,1
401595,32643,32444,1
401759,32656,2272,1
401764,32592,32025,3
401840,32656,2272,3
401841,32662,2789,1
401858,32662,2789,3
401959,32674,29091,1
402008,32669,12587,3
402031,32665,18524,1
402084,32627,1886,1
402139,32687,311,3
402247,32666,645,1
402400,32643,32444,3
402401,32557,2789,3
402629,32725,32722,1
402630,32722,32725,1
402677,32736,1643,1
402805,32736,3523,1
402806,3523,3,1
402807,32737,23593,3
402883,32698,991,1
402884,32696,802,1
403043,32759,20064,1
403063,32753,824,1
403517,28011,13234,1
403534,32805,265,3
403815,32845,367,1
403913,32871,939,1
404212,32899,32444,1
404213,32899,32444,3
404258,32896,17860,1
404259,32906,10538,1
404289,32902,32903,1
404301,32896,17860,3
404346,32902,32903,3
404371,32903,824,1
404387,32886,265,3
404430,32875,11315,3
404459,32931,9620,1
404463,32845,2918,1
404464,32845,13313,1
404465,32931,9620,3
404552,32944,26252,1
404589,32845,26340,1
404715,32944,26252,3
404790,32968,2789,1
404812,32965,32967,1
404823,32977,32444,1
404824,32977,32444,3
404849,32979,32968,1
404850,32979,32968,3
404870,32985,32826,1
408997,32998,17938,3
409152,33044,2789,1
409264,31895,2226,1
409321,33067,33037,1
409322,33067,11321,1
409323,33067,2338,1
409335,33037,33067,1
409525,33044,2789,3
409526,33093,32310,1
409963,31925,23593,1
409975,33093,32310,3
410272,33118,23593,1
410273,33118,3149,1
410643,33153,265,1
410704,33153,12041,1
410851,32310,33093,1
410875,33141,757,1
410958,33153,265,3
410959,33153,12041,3
411158,33189,164,1
411168,33189,28023,1
411343,33194,857,1
411422,33209,2789,3
411568,33229,32357,1
411608,33228,18524,3
411609,33228,18524,1
411787,33249,1331,1
411826,33253,33142,1
411895,33245,33113,1
411906,33253,33142,3
411911,33249,1331,3
412166,33278,1331,1
412198,33278,33282,3
412199,33278,1331,3
412380,33304,33269,1
412519,32808,2789,1
412522,33296,9413,3
412533,33282,1331,3
412556,33271,18524,3
412557,33271,18524,1
412577,33276,30414,1
412639,33318,1031,3
412969,33332,23593,3
412970,33332,23593,1
413119,33350,22460,1
413139,33340,11209,1
413150,33341,265,1
413184,33344,24076,1
413231,33354,11181,3
413258,33082,11836,1
413261,33082,11846,1
413276,11846,33082,1
413413,33365,33256,1
413662,33388,18355,1
413829,33394,265,1
413830,33394,265,3
414316,33438,18524,1
414456,33450,33014,1
414790,33438,18524,3
415129,33441,12621,1
415130,33441,30247,1
415333,33514,33145,1
415472,22855,194,1
415598,33543,22126,1
416010,33580,2789,3
416406,18524,33228,1
416550,33607,1031,1
416631,33607,1031,3
416637,33609,11315,1
417124,33649,7201,1
417189,33652,18355,1
417208,33647,192,1
417209,33647,23593,1
417222,33654,9829,1
417442,33678,19126,1
417568,33664,23593,1
417689,33678,3071,1
418343,33744,28372,1
418578,33776,2834,1
418664,33756,13669,3
418665,33756,13669,1
418710,33776,9556,1
418711,33763,9556,3
418712,33763,9556,1
418740,33769,9341,1
418855,33761,857,1
418865,33768,14954,1
418909,33796,2204,1
419101,33810,18524,1
419102,6637,192,1
419103,10369,192,1
419112,33810,33228,1
419142,33795,32444,1
419304,33819,8952,1
419318,33810,18524,3
419337,10369,23593,1
419421,33830,23593,1
419506,33830,23593,3
419636,33769,32387,1
419833,33776,9556,3
419899,33864,33798,1
420006,32696,802,3
420160,33871,6111,1
420237,33887,2988,1
420689,33900,6410,3
420696,33908,367,1
420697,33913,18524,1
420726,10088,2789,1
420767,25842,19761,1
420987,33924,33414,1
421059,33964,33903,1
421155,33609,11315,3
421174,33964,19427,1
421355,33990,32444,1
421367,33990,32444,3
421480,34005,33953,1
421481,34005,33989,1
421510,33998,11438,1
421560,33995,33903,3
421564,34005,1877,1
421565,34000,33824,3
421613,34014,2789,1
421620,34014,17960,1
421621,34014,6410,1
421694,34022,11181,1
421716,34023,11209,1
421772,34025,2016,1
421819,34032,32444,1
421820,34032,32444,3
421848,34038,33989,1
421953,34048,6221,1
421990,34033,32867,1
421991,34033,30543,1
422230,14343,17960,1
422248,34071,18963,1
422320,34098,34080,1
422321,34098,33989,1
422338,34097,824,1
422368,34097,824,3
422375,34098,26317,1
422452,34080,1271,1
422453,34080,34005,1
423567,34119,2811,1
423596,35128,7453,3
423597,35128,7453,1
423627,35128,13669,1
423695,32958,23593,1
429337,35170,18610,1
429374,34080,33953,1
429524,35166,1031,1
429613,35166,18524,1
429625,35209,18409,1
429735,35160,35215,1
429749,35227,32311,1
429750,35227,32311,3
429805,35183,11181,1
429848,11089,1156,1
430008,35259,34067,1
430034,35183,11181,3
430945,35160,35215,3
430982,35312,19771,1
431117,35289,6768,1
431136,34071,18963,3
431199,35311,11209,3
431204,35315,7879,1
431375,33964,19427,3
431376,35312,19771,3
431450,35350,2081,3
431840,35385,249,1
431856,35388,6391,3
432002,35405,9531,1
432226,35419,32867,1
432374,35429,2789,1
432491,35385,3523,1
432492,35429,2789,3
432745,35474,27915,1
432879,35480,23593,1
433086,35475,19412,1
433087,35475,11403,1
433088,35475,16816,1
433089,35475,30488,1
433091,35476,19412,1
433094,35480,23593,3
433509,13062,34019,1
433718,35552,35547,1
433962,35571,13082,1
434059,7412,22082,1
434421,35603,23593,1
434520,35612,57,1
434880,35641,2653,1
435037,35612,57,3
435197,35641,2653,3
435618,22082,7412,1
435650,35603,23593,3
435736,35692,18524,1
435818,35694,265,1
435876,35696,25839,1
436118,35696,25839,3
436591,35742,23593,1
436593,35692,18524,3
437226,35781,1877,1
437227,35781,1031,1
437228,35781,11181,1
437229,35781,1710,1
437378,35742,23593,3
437849,35757,35806,1
438123,24170,11315,3
438256,35855,1031,1
438557,35877,9556,1
438649,35883,35742,3
439036,35911,1031,1
439118,35919,35820,1
439143,35820,35919,1
439237,35923,2293,1
439349,35877,9556,3
439350,35855,1031,3
439599,35948,35947,1
439603,35911,1031,3
439604,35931,18524,1
439779,35948,35947,3
439869,35971,2689,1
439925,35971,35964,1
439949,35980,35971,1
439951,35980,35964,1
440094,36001,35820,1
440095,36001,35919,1
440106,35919,36001,1
441580,37052,23593,1
441625,37063,33596,1
441706,37063,33596,3
442037,37109,33014,1
442378,37141,824,1
442814,37221,13630,1
442877,37227,7003,1
442913,37234,37225,3
443003,37245,1643,1
443004,37245,23593,1
443185,37272,2789,3
443188,37272,2789,1
443201,37280,1031,1
443202,37280,265,1
443296,37280,18524,1
443297,18429,37199,1
443351,37305,2789,1
443390,37280,18524,3
443391,37280,265,3
443398,37308,307,1
443412,37305,2789,3
443423,35315,640,1
443562,37332,2789,1
443685,37308,307,3
443783,37352,1790,1
443799,37368,37149,1
443993,37383,3,1
444200,37416,1986,1
444235,37416,1986,3
444298,37443,3306,1
444309,37443,23593,3
444423,37461,13313,1
444430,37453,10548,3
444670,37484,35343,1
444685,35931,18524,3
444740,37498,19777,1
444880,37525,23593,1
444966,30114,2016,3
444967,37525,23593,3
445006,37545,37450,1
445161,37546,30702,1
445212,37561,2789,1
445232,37571,7145,1
445255,37570,23593,1
445499,37607,23593,1
445565,37611,824,1
445647,37596,37320,1
445686,37519,1031,1
445687,37632,2789,1
445735,37638,37557,1
445770,37643,37584,1
445781,37638,37557,3
445782,37643,37584,3
446028,37685,2016,1
446098,37685,2016,3
446561,37632,2789,3
446613,37519,1031,3
446736,37781,1331,1
446822,37780,23593,1
446844,37798,473,1
446845,37798,939,1
446847,37780,249,1
446991,37818,10780,1
447106,37831,2789,1
447160,37843,37818,1
447247,37853,2789,1
447257,37805,18642,1
447312,37845,28279,1
447338,37843,37818,3
447339,37853,2789,3
447351,37866,23593,1
447420,37879,30320,1
447439,37875,23593,1
447460,35757,35806,3
447629,37897,11588,1
447666,37903,991,1
447717,37925,37903,3
447735,37922,23593,1
447736,37921,16293,3
447737,37921,4984,1
447739,37921,265,1
447808,37938,2789,1
447809,37866,23593,3
447810,37831,2789,3
447811,37561,2789,3
447858,37938,2789,3
447859,37941,2789,1
447956,37957,1031,1
447969,37960,37412,1
447970,37957,1031,3
448053,37607,23593,3
448054,37805,18642,3
448161,37979,249,1
448163,37989,265,3
448164,37989,265,1
448165,37991,18524,3
448166,37991,18524,1
448173,37990,11181,1
448184,37978,249,3
448185,37978,249,1
448196,24031,4839,1
448217,38000,18849,1
448218,38000,25842,1
448300,38008,11592,1
448408,38019,12102,1
448414,38021,824,1
448435,38008,1331,1
448526,38021,824,3
448527,38021,57,1
448548,38030,1331,1
448611,38057,2789,3
448668,38007,13188,1
448922,38109,10538,1
449028,38098,16092,1
449209,38134,824,3
449210,38134,824,1
449276,38146,1331,1
449277,38146,1331,3
449315,38114,4619,1
449353,38152,5008,1
449382,38157,33918,1
449410,38157,24484,1
449436,38157,13104,3
449442,38109,32906,1
449553,38175,1418,1
450484,38179,23593,1
453121,38184,18749,1
457460,38193,38041,1
457508,38041,38193,1
457885,38236,11315,1
458019,38242,10974,1
458198,38275,38274,1
458253,32665,18126,1
458254,32665,18126,3
458255,32665,18524,3
459440,38309,23593,1
459546,38309,23593,3
459949,38348,7464,1
460482,38362,249,1
460721,9349,33854,1
460722,38318,33854,1
461065,38401,13219,1
461307,38425,38416,1
461318,38401,13219,3
461413,38444,9556,3
461414,38444,9556,1
461476,38445,23593,1
461480,38446,38445,1
461513,38448,23593,1
461557,38446,38445,3
461583,38451,2557,1
461584,38451,4839,1
461585,38451,24031,1
461599,38448,23593,3
461766,38463,11209,1
461781,38459,1031,1
461782,38459,11759,1
461981,38463,11209,3
461982,38459,1031,3
461983,38480,23593,1
462022,38480,23593,3
463399,39499,11209,1
463400,39505,18342,1
463565,39499,11209,3
463611,39498,824,1
463612,37354,1477,1
463660,39525,16098,1
463862,39539,39496,1
463899,39539,39496,3
463938,39537,62,1
464141,39557,26330,1
464269,39562,23593,1
464373,39564,23593,3
464384,39564,23593,1
464385,39566,39565,3
464460,39568,11263,1
464517,39571,12517,1
464518,39571,13274,1
464519,39571,32314,1
464539,39574,23068,3
464999,39571,10896,1
465017,39571,10896,3
465215,39600,23593,1
465469,39611,12931,1
465678,37558,39525,1
465868,39637,29552,1
466220,39671,23593,1
466241,39673,35432,1
466261,39674,23593,1
466291,39674,39671,1
466442,39687,21896,1
466471,39671,23593,3
466472,39674,23593,3
466473,39685,265,1
466569,39695,17904,1
466620,39685,18774,1
466627,39697,2832,1
466661,39695,17904,3
466662,39697,2832,3
466675,18774,307,1
466728,39702,37165,1
466780,39705,2832,3
466782,39702,37165,3
466978,39687,21896,3
466979,39712,824,3
466988,39685,19218,1
467080,39720,27656,1
467143,39720,27656,3
467321,39730,9556,1
467333,39735,265,3
467361,39739,581,1
467364,39739,581,3
467492,39745,9813,3
467614,39748,35371,1
467643,39735,265,1
467742,39763,11209,1
467744,39763,39488,1
467813,39771,31981,1
467859,39774,39764,1
467949,39721,10563,1
467953,39763,39488,3
467954,39763,11209,3
468057,39748,35371,3
468189,39794,19218,1
468224,39794,265,1
468225,39732,18524,1
468247,39794,265,3
468373,39803,23593,1
468374,39798,1031,1
468376,39798,1031,3
468752,39822,17984,1
468862,39821,307,1
468914,39831,39827,1
468930,39827,39831,1
469067,39840,645,1
469120,39841,645,1
469353,39858,2212,1
469354,39858,1779,1
469534,39862,249,1
469870,39856,29589,1
469898,39878,25842,1
469899,39878,38000,1
469904,39878,7250,1
469905,39878,1521,1
469953,39889,8952,1
470161,39899,1647,1
470187,39898,28858,1
470237,39897,4914,1
470286,39910,39689,1
470326,39906,266,1
470327,39906,2811,1
470328,39910,39689,3
470484,39920,34067,1
470843,39925,2789,1
470863,39937,23593,1
470895,39940,38286,1
470996,39949,39851,1
471036,39949,11181,1
471240,39965,23593,1
471275,39965,23593,3
471287,39965,57,1
471424,39973,9556,1
471425,39973,13669,1
471516,39971,194,1
471598,39967,1331,1
471605,39973,9556,3
471784,39989,1547,1
471799,39989,1547,3
472160,40008,38461,1
472349,40019,1218,1
472871,40047,1643,1
472872,39995,2557,3
472873,39995,2557,1
472951,40043,265,3
472956,40043,265,1
472967,13704,23593,1
473396,40062,13669,1
473410,40066,39906,1
473856,40067,23593,3
474604,40118,23593,3
474609,40118,23593,1
474656,40124,23593,1
474911,40136,2789,3
474912,40136,2789,1
475274,40136,824,1
475644,40206,1877,1
475765,40178,9556,1
475784,40206,1877,3
475814,40213,824,1
475829,40216,37437,1
475844,40213,824,3
475931,40220,5030,3
476183,40236,1331,1
476185,40236,7879,1
476279,40236,1331,3
476282,40234,23593,1
476335,40257,6063,1
476336,40257,13464,1
476486,40257,13464,3
476649,40280,37376,1
476666,40283,11181,3
476667,40283,11181,1
476671,40283,21581,1
476672,40283,4856,1
476673,40283,11056,1
476674,40283,3271,1
476675,40283,258,1
476676,40283,32845,1
476727,40283,33908,1
476865,40275,11263,1
476968,40309,2789,1
476994,40309,2789,3
476997,40311,2889,1
476998,40311,4888,1
477158,40336,40326,1
477177,40336,23593,1
477397,40352,2789,1
477409,40353,9556,1
477441,40352,2789,3
477442,40353,35759,1
477479,40364,40336,1
477531,40369,23593,1
477537,40366,12102,1
477557,40350,22000,1
477593,40369,23593,3
477928,40400,29589,1
477930,40416,19687,3
477933,40418,11209,1
478085,40441,9556,1
478111,40447,40354,1
478122,40354,40447,1
478237,40459,824,1
478239,40459,824,3
478282,40465,23593,1
478306,40465,23593,3
478340,40463,40441,1
478352,40463,19599,1
478372,40463,7453,1
478425,40472,40475,1
478459,40478,1331,1
478484,40476,22540,1
478485,40476,9253,1
478564,40476,9253,3
478565,40476,22540,3
478593,40475,40472,1
478776,40366,30073,1
478857,40530,10182,1
479039,40549,11209,3
479099,40478,1331,3
479117,40558,57,1
479135,40561,40533,3
479184,40564,1331,1
479196,33281,11209,1
479311,40574,824,3
479473,40590,11181,3
479695,40556,9556,1
479783,40624,28734,1
479839,40605,26340,1
479840,40605,27728,1
479841,40605,13559,1
480257,40675,7531,1
480277,40679,4905,1
480278,40679,11315,1
480279,40673,11315,1
480300,40671,6773,1
480301,40683,28951,1
480313,40684,7531,1
480326,40654,40682,1
480327,40682,40142,1
480337,40673,11315,3
480460,40654,40682,3
480487,40675,7531,3
480566,40712,2016,1
480598,40715,12480,1
480614,40234,23593,3
480626,40715,12480,3
480754,40737,12102,1
480793,40671,6773,3
480798,40742,307,1
480809,40742,11315,1
480810,40739,11209,1
480830,40745,12929,3
480831,40745,12929,1
480832,40745,19065,1
480900,40742,11315,3
481044,40774,32867,1
481105,40770,824,3
481419,40813,1031,1
481669,40814,1031,3
481678,40788,824,3
481770,40837,6455,1
482089,40882,9556,1
482090,40882,939,1
482091,40882,473,1
482093,40880,40507,1
482094,40883,939,1
482135,40880,40507,3
482136,40886,19337,1
482161,40882,9556,3
482237,40899,11315,1
482246,40899,11315,3
482307,40907,28372,1
482357,40909,13313,3
482490,40926,29482,1
482491,40926,29482,3
482526,40933,40864,1
482783,40947,11182,1
482913,40961,3523,1
482914,40961,9957,1
482991,40983,451,1
483148,41002,6277,1
483152,41004,32155,1
483191,40998,28635,1
483381,41029,23593,1
483485,41040,2789,1
483557,41040,2789,3
483627,41069,1031,1
483639,41070,3513,1
483707,41069,1031,3
483792,41077,33228,1
483825,41002,6277,3
483840,41029,23593,3
483925,41100,2605,1
483961,41079,2814,1
483967,41077,18524,1
483974,41093,367,1
484147,41122,11458,1
484334,41077,18524,3
484335,40813,1031,3
484416,41151,1240,1
484417,41154,32536,1
484418,41154,22720,1
484453,41151,11954,1
484464,41156,29923,1
484477,41161,7420,1
484556,41169,2204,1
484567,41151,11954,3
484568,41151,1240,3
484570,2204,41169,1
484719,41195,41186,1
484745,41196,18774,1
484759,41196,18774,3
484760,41199,13669,1
484764,41199,6842,1
484778,41199,23593,1
484847,14932,22472,1
484852,41210,14932,1
484871,41210,30702,1
484876,41210,30702,3
485124,41228,7480,1
485125,41228,30036,1
485126,41228,23593,1
485127,41228,3149,1
485128,41228,9523,1
492197,41234,824,1
492317,14932,30702,1
492320,41234,824,3
492495,41246,110,1
492502,41245,41244,1
492603,41261,40972,1
492709,41214,13559,1
492859,41287,40972,1
492904,41280,23593,3
492905,41280,23593,1
492915,41280,57,1
492919,41289,23593,3
492944,41292,41244,1
493093,41304,24261,1
493096,41304,24261,3
493193,41308,265,1
493923,41308,265,3
493940,41314,266,1
494183,41335,265,1
494364,41349,1331,1
494379,41335,265,3
494618,41349,1331,3
494700,41367,824,3
494711,41367,824,1
494777,41369,11209,1
494944,41379,23593,1
495254,41379,23593,3
495282,41387,1477,1
495397,41408,18173,1
495434,41410,2789,3
495443,41404,991,1
495837,41419,1779,3
495838,41419,18639,1
495849,41422,210,1
495932,41433,33853,1
496042,40972,41287,1
496078,41442,1031,1
496333,41442,9181,1
496588,41476,38248,1
496589,41476,27884,1
497162,41498,32845,1
497291,41498,4856,1
497292,41498,20109,1
497366,41498,4856,3
497367,41498,32845,3
497503,41518,9556,1
497514,41523,23593,1
497619,41535,11018,1
497648,41535,11018,3
497810,41544,1031,1
497999,41558,10639,1
498014,41523,23593,3
498113,41563,1031,1
498114,41483,29567,1
498398,41577,1031,3
498491,41501,34080,1
498492,41563,1031,3
498674,40806,40808,1
498680,40806,40808,3
498740,41588,824,1
498898,41598,1031,1
498903,41600,6476,1
499267,41629,41622,1
499376,41618,41246,1
499379,41629,41622,3
499454,41646,29092,1
499498,41650,19848,1
499532,41588,824,3
499621,41657,18524,1
499645,41663,41603,1
499822,41672,824,1
499908,41679,41070,1
499909,41679,38303,1
499910,41679,18190,1
499916,41672,824,3
499922,41599,8952,1
499923,41599,33819,1
499933,41675,6562,1
499936,41656,1331,1
499945,41624,1331,1
500029,41679,41070,3
500068,41681,6521,1
500093,37548,1031,1
500119,41624,1331,3
500461,41698,13441,1
500600,41721,23593,1
500630,41671,41727,1
501361,41642,41727,1
501412,41773,13246,1
501439,40972,11181,1
501525,41784,23593,1
501745,41797,2789,3
501751,41797,2789,1
501770,22649,38205,1
501883,41808,9963,1
503037,41869,19771,1
503111,41870,41865,1
503274,41870,41865,3
503313,41675,6562,3
503362,41836,2789,1
503583,41628,1580,1
503587,1580,41628,1
503709,41901,17904,1
503710,41901,17904,3
503750,41869,19771,3
503753,41908,41839,1
503893,41905,266,1
503931,41910,9957,1
503932,41910,3523,1
504075,41853,2336,1
504141,41922,41886,1
504659,41929,7190,1
504680,41932,41830,1
505099,33769,26049,1
505328,41975,699,1
505329,41975,2832,1
505478,42008,10460,1
505518,42001,16365,1
505632,41992,2789,1
505649,41932,2016,1
505703,41991,42024,1
505829,42008,1477,1
506268,42044,13669,1
506272,41830,2016,1
506297,42048,10203,1
506624,41830,40819,1
507988,42068,23593,1
508298,42089,42090,1
508309,42089,42090,3
508804,42105,42013,1
508812,42013,42105,1
509055,42112,57,3
509211,26123,1088,1
509522,42143,42044,3
509647,42149,18321,1
509740,41929,7190,3
509860,26123,1088,3
510263,42176,13599,1
510264,42173,41382,1
510286,42196,9556,1
510316,41932,2016,3
510346,24754,13599,3
510347,42196,9556,3
510571,42213,42187,1
510593,42212,18849,1
510595,42213,42187,3
510612,42204,12325,1
510613,42204,12087,1
510614,42204,6521,1
510615,42204,12135,1
510711,42208,41601,1
510726,42235,6609,1
510727,42235,41963,1
510847,42249,21613,1
510877,38023,421,1
510878,38023,342,1
510897,42259,42224,1
511158,42282,1031,1
511159,42278,42182,1
511193,42287,307,1
511194,42278,42182,3
511307,42282,1031,3
511491,42311,9911,1
511492,42311,24312,1
511526,42307,18524,1
511743,42308,42341,1
511755,42341,42308,1
511795,42345,42090,1
511881,42348,4797,1
511948,42176,13599,3
511949,41650,19848,3
511950,42249,21613,3
512102,42365,1592,1
512124,42365,1592,3
512265,24312,42105,1
512323,42399,42357,1
512426,18922,824,3
512427,42384,824,3
512633,42438,14932,1
512644,42439,24406,1
512691,42448,12267,1
512912,42472,42287,1
513009,42477,7831,1
513148,42500,636,1
513410,42536,23593,1
513411,42523,23593,1
513467,42541,23593,1
513479,42544,42502,1
513628,42563,42534,1
513847,42573,9829,1
513848,42573,10205,1
513993,42609,13009,1
514077,42614,2016,1
514190,42541,23593,3
514191,42523,23593,3
514321,42648,824,1
514346,42649,2811,1
514513,42647,18849,1
514545,42648,824,3
514560,42679,42623,1
514599,42647,18849,3
514803,42707,824,1
514807,42707,824,3
514919,42725,41772,1
514943,42722,1331,1
515053,42744,42708,1
515075,42723,22082,1
515094,42751,29159,1
515131,42761,33181,1
515302,42751,42347,1
515326,42779,42723,1
515378,42751,32621,1
515384,42779,42723,3
515389,42769,14916,1
515390,42769,11155,1
515541,42804,38486,3
515549,42805,10274,1
515569,42799,1031,1
515593,42805,10274,3
515626,42811,10538,1
515641,10538,42811,1
515666,42799,7879,1
515720,42828,1331,1
515721,42828,1331,3
515781,42832,824,3
515788,42833,824,3
515999,42848,41281,1
516057,42857,33113,1
516058,42857,39610,1
516059,42857,19278,1
516152,42867,1331,1
516153,42867,1031,1
516267,42472,42287,3
516292,42883,13599,1
516293,42852,2362,1
516316,42886,1031,1
516515,42895,29864,1
516558,42752,11329,1
516736,42932,1331,1
516780,42932,1031,3
516844,42947,265,1
516845,42947,1031,3
516889,42940,28151,1
516919,42953,2605,1
516920,42953,41100,1
516982,42930,42105,1
516984,42614,2016,3
516985,42811,10538,3
517196,42975,40791,1
517243,42983,30026,1
517328,42975,40791,3
517392,42983,29698,1
517536,43008,9831,1
517537,43008,18524,1
517570,42930,26049,1
517639,43022,28642,1
517640,43022,37389,1
517690,43022,13015,1
517695,43008,18524,3
517721,43015,23593,1
517780,43008,37548,1
517850,43052,2016,1
518275,43088,7291,1
518385,43100,41807,1
518418,43114,9556,1
518563,26363,43131,1
518574,43124,2983,1
518625,43124,939,1
518654,42573,9829,3
518656,43124,2983,3
518657,43124,939,3
518658,43114,9556,3
518698,43136,37172,1
518803,43152,43137,1
518832,43152,41841,1
518863,43137,43152,1
518864,43136,37172,3
518927,43165,41830,1
518983,43165,41830,3
519075,43144,14248,1
519229,43193,4905,1
519267,43185,2728,1
519451,43223,138,1
519466,24749,43185,1
519467,30830,24749,1
519468,30830,43185,1
519469,34022,33637,1
519506,43228,37242,1
519542,33637,11181,1
519638,7071,43235,1
519639,32573,43235,1
519640,33957,43235,1
519702,43252,2789,1
519708,43252,2789,3
519772,43235,43131,1
519856,43271,42960,1
519857,43247,1415,1
519860,43228,37242,3
519902,43225,824,1
520026,1415,1647,1
520057,43286,43161,1
520098,43220,43250,1
520112,43293,1031,1
520139,43297,23593,1
520169,43297,23593,3
520170,43293,1031,3
520203,43302,32114,1
520204,43302,19615,1
520207,43301,1477,1
520211,16222,10468,1
520223,43301,1477,3
520234,43302,23593,1
520272,43309,42766,1
520314,32538,41416,1
520379,43315,1031,1
520419,43315,1031,3
520450,34022,11181,3
520451,24749,43185,3
520493,43324,43323,1
520681,40739,11209,3
520682,30830,43185,3
520683,43235,43131,3
520748,42323,11181,1
520749,42323,1990,1
520790,18797,43324,1
520801,43368,43367,1
520806,43248,5036,1
520905,43308,41473,1
521098,43409,28635,1
521188,43413,1031,1
521189,43417,1031,1
521322,43423,265,3
521323,43423,265,1
521442,43428,7453,3
521467,43433,991,1
528854,43434,2789,1
528855,43441,7064,1
528901,43440,33794,1
529011,43441,7064,3
529400,43493,39777,1
529661,43506,3390,1
530561,43517,266,1
530571,43531,3390,1
530830,43537,265,1
530831,43543,265,1
530850,43508,11315,1
530916,43543,265,3
530966,43509,43185,1
531222,43560,43562,1
531243,24574,42438,1
531452,43537,265,3
531616,43570,42769,1
531617,43570,42752,1
531618,43570,42709,1
531619,43570,42065,1
531786,43562,43560,1
531887,43587,43560,1
531888,43587,43562,1
532047,43435,11315,1
532124,43588,23593,1
532272,43599,265,1
532313,43596,11209,1
532314,43588,6078,1
532572,43610,21714,1
532652,43604,39982,1
532826,43604,43570,1
532837,43604,39982,3
532838,43570,39982,1
532898,43626,43568,3
532909,43625,1331,1
532912,43599,265,3
533020,43608,10756,1
533043,43628,23174,1
533044,43619,9556,1
533073,32582,31932,1
533136,43605,42978,1
533275,43628,33228,1
533377,43654,265,1
533450,43661,2789,1
533451,43659,18849,1
533456,43625,1331,3
533603,43671,43089,1
533607,43661,2789,3
533810,43664,43515,1
533889,43686,14456,1
533965,43686,14456,3
534024,43672,42518,1
534389,43680,1477,1
534551,43709,477,1
534610,43707,1121,1
534735,43723,1477,1
534840,43739,43736,1
535133,43749,43077,1
535422,43766,43639,1
535603,43771,43738,1
535947,43779,14785,1
535999,43791,13179,1
536276,43791,7325,1
536352,35831,21460,1
536534,43812,43159,1
536549,21604,9556,1
536560,43813,12744,1
536579,43812,43159,3
536649,43628,18524,1
536661,21604,9556,3
536703,43774,266,1
536763,43819,43826,1
537072,43843,32151,1
537074,43843,35890,1
537089,43830,42544,1
537162,43847,42991,1
537163,43847,28176,1
537164,43847,41476,1
537787,43811,33818,1
537841,43868,29567,3
537878,43628,18524,3
537967,43887,1415,1
538208,43901,2789,1
538227,43900,43570,1
538337,43902,627,1
538359,43901,2789,3
538382,43887,1415,3
538449,43902,627,3
538687,43924,43898,1
538802,43931,2789,1
538873,43931,2789,3
538883,43938,31932,1
540038,43989,11209,1
540039,43989,1240,1
540040,43989,9556,1
540156,43989,11209,3
540243,43986,18524,1
540692,44010,57,1
540765,44025,37600,1
540801,44025,37600,3
540843,44029,3227,1
540990,44037,11209,3
541127,44044,13866,1
541150,13866,307,3
541151,44044,307,1
541152,44044,42287,3
541156,44045,14916,1
541157,44045,11155,1
541165,32518,19734,1
541852,1331,39960,1
541889,44076,35164,1
541939,44078,43986,1
541992,44078,33228,1
542000,44078,18524,1
542111,44076,57,1
542112,44076,824,1
542275,44086,44068,1
542367,44089,41681,1
